Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
59137,"CAREPOINTE HOME HEALTH SERVICES, INC","454 E CARSON PLAZA DR, SUITE 209",CARSON,CA,90746,57,29,10.3,9.5,0.5,0.3,0.1,0.0,0.0,83251,134509,115356,0.5,,,66,17,12,13,16,16,,,,0,,2.92,14,28,17,10,41,34,21,45,41,48,,55,10,34,14,10
59138,FIRST SMILE HOME HEALTH CARE,2314 W BURBANK BLVD,BURBANK,CA,91506,853,428,18.3,12.7,3.1,0.1,0.1,2.2,0.2,2249908,2883702,2342545,6.6,13,7105,75,177,251,165,263,185,92,23,125,,,3.23,21,39,23,11,57,50,24,66,56,68,,62,19,56,12,15
59139,"A & P HOME HEALTH, INC","212 N GLENDALE AVE, STE 104",GLENDALE,CA,91206,558,353,20.9,14.2,4.6,0.5,0.1,1.3,0.1,4133129,2119983,1691273,6.6,,,75,135,218,101,252,127,114,23,78,0,11,2.78,14,34,19,11,49,48,23,44,61,69,,67,13,63,9,15
59140,"MED CARE, INC","12722 RIVERSIDE DR, STE 101",VALLEY VILLAGE,CA,91607,271,176,19.0,14.1,2.7,0.0,0.0,2.1,0.1,763818,969924,771853,6.8,,,82,56,120,20,156,161,,,,0,,2.37,24,42,21,17,61,41,30,57,60,70,,,20,,8,6
59141,"URGENT HOME HEALTH CARE, INC","17315 STUDEBAKER ROAD, SUITE 310",CERRITOS,CA,90703,596,295,18.5,8.0,8.7,0.1,0.0,1.6,0.1,1414740,2068974,1843306,0.3,26,10263,83,106,189,226,69,246,,23,12,,,2.45,28,44,21,15,55,50,33,38,36,63,,58,22,55,10,17
59142,"US MEDTRADE HOME HEALTHCARE, INC","221 E GLENOAKS BLVD, SUITE 100",GLENDALE,CA,91207,255,128,23.7,14.5,6.1,2.1,0.0,0.9,0.1,801101,1208485,945347,8.1,,,75,53,75,27,101,46,45,,27,0,,2.66,13,20,22,13,45,44,31,35,60,73,,68,19,,4,7
59144,"ADOBE HOME HEALTH, INC","19045 PORTOLA DRIVE, SUITE E",SALINAS,CA,93908,175,161,10.2,6.7,3.2,0.0,0.1,0.0,0.2,266862,601701,424202,0.0,18,10387,75,73,88,78,83,57,,15,78,,,1.79,19,20,20,11,32,47,25,30,48,67,,42,13,52,4,13
59145,"AMERICAN HOME HEALTH CARE, LLC","39350 CIVIC CENTER DRIVE, SUITE 350",FREMONT,CA,94538,1123,957,14.1,6.5,5.6,1.1,0.1,0.6,0.2,2306501,4975291,3244795,0.1,83,58969,77,364,593,623,334,569,54,149,161,0,24,2.22,20,25,20,14,34,45,23,31,43,64,,44,12,57,5,12
59146,"HEALTHY WAY HOME HEALTH CARE, INC.","5032 LANKERSHIM BLVD., STE. 1",NORTH HOLLYWOOD,CA,91601,42,23,15.7,10.8,4.7,0.3,0.0,0.0,0.0,88250,136001,116092,0.0,0,,69,,,,,20,0,,,0,,1.85,9,74,35,9,30,26,39,65,48,,,70,22,,22,9
59147,"CARITAS HOME HEALTH PROVIDERS, INC",209 EAST ALAMEDA AVENUE #203,BURBANK,CA,91502,278,159,18.2,10.2,5.4,0.8,0.2,1.4,0.1,773617,1082645,898857,4.8,,,84,71,88,125,34,127,,,15,0,,2.13,26,32,15,16,55,48,16,28,45,70,,65,16,50,6,14
59148,"B & F HOME HEALTH, INC","21151 SOUTH WESTERN AVE, SUITE 225",TORRANCE,CA,90501,102,61,14.3,10.6,3.4,0.2,0.0,0.0,0.2,216767,286178,249223,0.0,,,73,26,35,,,,22,0,36,0,,2.11,5,33,26,7,31,39,25,56,62,,,74,11,,3,8
59149,"CENTURY HOME HEALTHCARE, INC","11145 TAMPA AVE, STE 19B",PORTER RANCH,CA,91326,189,56,15.3,10.6,1.8,0.3,0.1,2.4,0.1,413530,533463,436448,2.8,,,79,18,38,27,29,32,0,,20,0,,2.45,13,39,11,11,45,48,16,46,45,61,,43,27,54,2,13
59150,"SUPREME HOME HEALTH SERVICES, INC","7334 TOPANGA CANYON BLVD, SUITE 111",CANOGA PARK,CA,91303,757,541,10.9,9.0,2.0,0.0,0.0,0.0,0.0,1142268,2104919,1933204,0.0,,,72,238,303,59,482,42,19,,472,0,,1.74,6,13,13,4,19,33,14,30,69,74,,64,18,,5,4
59151,"GRACE HOME HEALTH CARE, LLC",917 WEST LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,224,140,15.2,11.5,3.1,0.1,0.0,0.4,0.1,823056,686848,561206,4.7,12,4956,76,52,88,40,100,37,13,34,54,,,2.35,14,35,19,8,41,48,28,28,54,54,,59,15,59,9,8
59152,"GRAPEVINE HOMECARE, INC","4032 WILSHIRE BLVD, SUITE 404",LOS ANGELES,CA,90010,294,215,15.0,11.6,3.1,0.0,0.0,0.2,0.1,607373,934834,792191,1.6,,,85,68,147,20,195,,,191,,0,13,2.23,7,,13,3,49,62,17,36,60,,,53,51,71,17,9
59153,"GENTLE HOME HEALTH CARE, INC",20945 DEVONSHIRE STREET,CHATSWORTH,CA,91311,67,32,22.3,13.6,6.3,1.9,0.1,0.2,0.3,202841,302980,238794,7.5,,,77,13,19,,,21,0,,,0,,2.14,22,28,19,3,66,53,28,50,66,,,,19,,6,16
59156,"EXCEED HOME HEALTH, INC","12500 RIVERSIDE DRIVE, SUITE 203",STUDIO CITY,CA,91607,54,30,24.6,13.9,4.2,1.1,0.4,4.8,0.2,173587,220203,173569,7.7,,,81,13,17,,,24,,,,0,0,2.91,40,33,13,30,63,63,27,43,43,,,67,23,67,7,30
59158,"KOREAN TOWN HOME CARE, INC","1600 SAWTELLE, SUITE 308",LOS ANGELES,CA,90025,170,106,18.9,11.4,3.2,0.3,0.0,4.0,0.0,431682,501687,412927,5.1,,,81,40,66,23,83,80,,17,,0,,2.03,11,47,18,11,41,40,19,64,56,,,61,30,,6,9
59159,MARE ISLAND HOME HEALTH INC,1555 TENNESSEE STREET,VALLEJO,CA,94590,552,427,17.2,8.7,4.6,1.3,0.3,1.7,0.6,1264982,2417230,1597753,1.4,47,26489,77,199,228,276,151,197,90,75,48,0,17,1.79,13,34,20,10,32,45,26,27,47,46,,41,11,32,5,12
59160,"EASTERN HOME HEALTH, INC","2463 W TORRANCE BLVD, SUITE C & D",TORRANCE,CA,90501,182,62,13.0,9.9,2.7,0.0,0.0,0.4,0.0,325038,467999,404508,1.3,,,78,24,38,,,0,,31,24,0,,1.68,6,37,35,6,44,44,35,15,,,,,52,,5,5
59161,PROFESSIONAL NURSING INC,"12501 CHANDLER BLVD, STE 205",VALLEY VILLAGE,CA,91607,424,268,18.3,13.5,2.6,0.0,0.0,2.0,0.1,1060306,1487574,1196228,6.7,,,74,104,164,57,211,167,25,,60,0,,2.75,19,33,26,10,55,53,29,51,63,70,,,16,,7,7
59162,"DAN HOME HEALTH CARE, INC","9836 WHITE OAK AVENUE, SUITE 209",ARCADIA,CA,91007,157,97,17.2,10.3,5.9,0.2,0.0,0.8,0.1,373572,580676,481041,2.9,,,75,38,59,27,70,76,,,,0,,1.76,7,35,30,6,37,36,24,55,57,,,60,15,,12,4
59163,UNLIMITED HOMECARE SERVICES,"159 E HUNTINGTON DRIVE, UNIT 4",ARCADIA,CA,91006,191,69,18.5,10.2,3.3,0.0,0.0,4.9,0.0,460012,656872,561069,0.3,,,84,26,43,50,19,40,,14,,0,,2.10,29,48,20,19,51,54,32,25,41,45,,57,19,67,3,6
59164,"CARESS HOME HEALTH PROVIDERS, INC","22048 SHERMAN WAY, SUITE 306",CANOGA PARK,CA,91303,509,264,19.3,12.6,5.7,0.4,0.2,0.3,0.1,1323351,1747936,1484419,0.6,26,11394,78,116,148,143,121,161,11,26,58,,,2.73,28,38,18,13,54,55,31,40,52,75,,,16,56,8,18
59165,"MAGNOLIA HOME HEALTH CARE SERVICES, INC",120 S VICTORY BLVD STE 203,BURBANK,CA,91502,62,46,11.4,7.0,4.4,0.0,0.0,0.0,0.0,90831,175201,148877,2.5,,,73,14,32,18,28,12,,,19,0,,1.60,4,28,11,7,26,30,17,33,52,67,,48,22,39,0,13
59166,"VERDUGO HOME HEALTH, INC","4170 VERDUGO ROAD, SUITE C",LOS ANGELES,CA,90065,109,78,17.2,8.8,5.9,0.4,0.1,1.8,0.1,275821,383449,319824,4.1,,,81,23,55,24,54,47,,,20,0,,2.53,21,35,24,12,55,50,29,44,42,68,,65,23,69,9,12
59167,"ACCU - RITE HEALTH SERVICES, INC",163 W ARROW HIGHWAY,GLENDORA,CA,91740,211,134,15.9,11.1,4.1,0.2,0.0,0.3,0.1,451763,692089,570466,5.3,,,78,53,81,84,50,96,,11,21,0,,2.29,19,42,22,13,40,43,29,45,40,69,,52,21,59,14,25
59168,"SUPREME CARE HOME HEALTH, INC","10510 VICTORY BLVD, SUITE 205",N HOLLYWOOD,CA,91606,108,60,21.8,14.2,5.7,0.3,0.0,1.6,0.0,310543,469121,368116,7.1,,,78,19,41,,,36,0,,22,0,,1.71,10,32,27,3,42,48,22,48,73,,,,33,,2,15
59170,JEWISH HOME CARE SERVICES,"6345 BALBOA BLVD, STE 213",ENCINO,CA,91316,110,94,20.1,10.4,6.5,1.8,0.3,1.0,0.1,323705,425563,365346,1.4,,,86,27,67,83,11,90,0,,,0,,2.09,32,31,24,29,52,53,30,51,35,,,65,40,67,10,17
59171,"MAJESTIC HOME HEALTH CARE, INC","1540 W GLENOAKS BLVD, SUITE 204",GLENDALE,CA,91201,619,193,17.8,11.8,4.7,0.1,0.0,1.2,0.0,1452265,2196777,1736433,7.3,,,76,74,119,,,177,,,,,,1.74,7,54,32,4,47,46,31,68,66,,,,19,,4,5
59172,"ENVISION HOME HEALTH SERVICES, INC","17725 CRENSHAW BLVD, SUITE 302",TORRANCE,CA,90504,184,61,15.0,12.6,1.3,0.1,0.0,0.8,0.3,558677,524129,412486,7.7,,,69,24,37,,,,41,,13,0,0,2.10,8,18,43,3,62,31,39,33,64,64,,46,13,69,15,8
59173,HAPPY HOME HEALTH SERVICES,1010 SOUTH BALDWIN AVE SUITE 202,ARCADIA,CA,91007,1112,782,14.4,10.9,2.1,0.5,0.1,0.8,0.1,2204499,3397854,2857728,1.9,67,30220,80,325,457,121,661,85,12,538,135,0,12,2.81,17,42,23,15,47,58,34,28,64,72,,69,34,60,6,14
59174,"HEALTHY LIFE HOME HEALTH CARE, INC","7136 HASKELL AVE, SUITE 210",VAN NUYS,CA,91406,475,215,18.5,12.9,3.8,0.1,0.0,1.7,0.0,1354660,1791435,1396422,8.5,,,75,89,126,33,182,163,,16,13,,14,1.93,10,47,35,11,40,36,30,60,55,,,74,26,,9,7
59175,GOOD LIFE HOME CARE,"22 LOWER RAGSDALE DRIVE, SUITE B",MONTEREY,CA,93940,370,278,19.0,7.9,5.4,1.7,0.6,1.9,1.5,1009168,1788582,1208454,0.6,45,31975,81,105,173,204,74,195,,18,53,,,2.19,27,35,18,14,37,46,23,34,40,60,,45,21,50,6,10
59176,"446 SCHOLL HOME HEALTH CARE, INC","14545 FRIAR ST, STE 228",VAN NUYS,CA,91411,470,196,18.6,14.1,4.4,0.0,0.0,0.2,0.0,1182626,1905421,1478720,8.9,,,74,75,121,,,155,,,,0,27,1.60,6,34,28,9,45,34,34,62,56,,,,20,,3,5
59177,"GALAXY HOME HEALTH, INC","14553 DELANO ST, STE 318",VAN NUYS,CA,91411,110,47,22.8,17.4,3.7,0.1,0.0,1.5,0.1,322174,367258,298997,6.1,,,80,17,30,14,33,14,,16,12,0,,2.58,9,30,19,4,60,43,28,30,55,68,,47,17,,4,4
59178,"BROADWAY HOME HEALTH SERVICES, INC","644 W BROADWAY, SUITE 100",GLENDALE,CA,91204,59,50,13.8,8.2,5.4,0.1,0.0,0.1,0.1,109915,202607,178620,0.0,,,77,13,37,18,32,15,,22,,0,,1.87,18,40,30,2,42,50,34,32,74,,,64,26,64,10,12
59179,"CARE AT HOME, INC","910 CAMPISI WAY, SUITE 2C",CAMPBELL,CA,95008,152,133,13.4,5.0,6.1,2.0,0.2,0.0,0.1,773707,771577,487187,0.2,23,15484,78,48,85,100,33,97,,,15,0,,1.79,27,30,15,17,31,43,20,35,36,65,,41,20,49,2,8
59180,PREMIER HOME HEALTH PROVIDERS INC.,"1095 BIRD AVENUE, SUITE 4",SAN JOSE,CA,95125,216,189,16.8,8.5,6.5,1.6,0.1,0.0,0.2,473025,1021438,670908,0.2,,,76,78,111,59,130,73,,75,27,0,,1.89,14,32,22,10,31,32,22,38,43,61,,47,17,68,22,10
59182,GRAPEVINE HOME HEALTH SERVICES INC,8459 WHITE OAK AVE SUITE 103,RANCHO CUCAMONGA,CA,91730,700,355,13.9,11.1,1.5,0.1,0.0,1.0,0.1,1298537,1784371,1536341,6.4,103,41685,72,142,213,113,242,112,35,15,186,,,2.22,10,20,32,8,35,47,35,29,54,57,,44,17,44,6,8
59183,CALIFORNIA HEALTHCARE SERVICES,"13658 HAWTHORNE BLVD, SUITE 200A",HAWTHORNE,CA,90250,96,83,14.4,11.7,0.5,0.0,0.0,2.2,0.0,210172,243461,206432,2.6,17,7609,72,45,38,21,62,11,36,,32,0,,2.22,13,17,36,16,49,53,58,34,55,69,,,12,,5,8
59184,"AMERICAN CARE HOME HEALTH, INC","434 WEST COLORADO ST, STE 100",GLENDALE,CA,91204,293,142,17.7,12.9,3.3,0.9,0.0,0.5,0.0,714888,1133434,910392,5.8,,,78,51,91,18,124,113,,,16,0,,2.16,12,43,33,6,55,38,25,,54,,,,38,,5,11
59185,"SIGMA HOME HEALTH CARE, INC","805 EAST BROADWAY, SUITE G",GLENDALE,CA,91205,752,357,17.1,12.3,4.0,0.0,0.0,0.8,0.0,1807568,2748097,2201253,6.1,,,75,148,209,27,330,228,,15,70,,36,1.78,10,34,18,8,40,38,25,70,62,,,71,27,,4,7
59186,"GOODWILL HOME HEALTH SERVICES, INC","22151 VENTURA BLVD, STE 202",WOODLAND HILLS,CA,91364,372,130,19.5,10.3,4.3,0.1,0.1,4.6,0.1,784741,1136588,983444,0.5,,,78,54,76,12,118,71,,31,,0,23,1.82,15,43,15,12,32,29,16,74,55,,,,28,,6,8
59187,"VALROSE HOME HEALTH, INC","22148 SHERMAN WAY BLVD, SUITE 202",CANOGA PARK,CA,91303,195,77,24.1,14.9,3.5,1.2,0.0,4.6,0.1,612934,740407,584839,7.3,,,80,32,45,46,31,58,,,,0,,2.87,19,45,32,10,61,51,43,51,55,66,,57,26,62,10,18
59188,"HOLISTIC CARE HOME HEALTH AGENCY, INC","10999 RIVERSIDE DRIVE, STE 308",TOLUCA LAKE,CA,91602,586,432,16.3,8.8,6.2,0.1,0.1,1.0,0.2,1335167,1983948,1676803,0.9,29,13424,76,180,252,226,206,201,56,20,150,,,2.10,17,26,23,13,36,44,23,32,51,65,,,12,69,8,8
59189,"BEST CARE HOME HEALTH GROUP, INC",126 SOUTH JACKSON STREET SUITE 303,GLENDALE,CA,91205,413,338,20.8,13.1,7.7,0.0,0.0,0.0,0.0,1146396,1813008,1475244,5.0,0,,72,134,204,33,305,12,0,0,325,,,1.59,5,10,14,4,21,41,14,33,65,,,73,27,,1,4
59190,"SUPREME HEALTHCARE, INC.","10200 SEPULVEDA BLVD, SUITE 180",MISSION HILLS,CA,91345,574,241,18.5,11.2,6.7,0.2,0.1,0.2,0.1,1279416,2095163,1754356,3.4,17,7277,84,73,168,202,39,210,,,20,0,,2.32,23,69,17,10,65,56,24,50,48,58,,58,23,60,16,17
59191,CARE FOR ALL HEALTH SERVICES INC,"126 S JACKSON ST, SUITE 204",GLENDALE,CA,91205,477,277,19.4,12.0,6.7,0.3,0.0,0.3,0.0,1220947,1747241,1499830,3.0,,,73,149,128,12,265,80,0,0,189,,,1.45,4,17,17,3,29,32,22,33,61,72,,71,10,74,1,4
59192,RELIANT HOME HEALTHCARE SERVICES,8880 BENSON AVENUE UNIT 118,MONTCLAIR,CA,91763,293,122,13.1,11.5,1.4,0.0,0.0,0.2,0.0,477591,824888,721592,0.3,0,,68,64,58,19,103,23,60,0,39,0,0,1.99,4,24,74,11,35,34,36,37,50,65,,66,7,,16,7
59193,"PRESTIGIOUS HOME HEALTH, INC","1074 PARK VIEW DR, SUITE 103",COVINA,CA,91724,366,261,22.3,15.1,4.9,0.7,0.0,1.5,0.2,1225654,1439330,1132669,8.0,16,7140,76,96,165,91,170,82,,29,138,0,,3.43,14,33,18,10,54,65,28,30,66,70,,62,20,62,5,13
59194,LIFE'S BRIDGE HOME HEALTH CARE,"251 N BRAND BLVD, SUITE 203",GLENDALE,CA,91203,475,243,18.6,12.5,5.2,0.1,0.0,0.9,0.0,1178545,1862718,1524156,7.1,13,6847,76,90,153,33,210,106,,,121,0,,1.95,7,24,25,8,30,40,23,36,56,71,,,14,,5,9
59195,"CRYSTAL CLEAR HOME HEALTH, INC","1016 E BROADWAY, SUITE 109",GLENDALE,CA,91205,474,238,19.7,13.5,4.3,0.6,0.0,1.2,0.0,1277353,1803728,1440861,8.0,,,72,107,131,16,222,186,14,,14,,20,1.78,6,41,29,8,47,35,26,61,61,,,,21,,7,7
59197,COMMUNITY HOME HEALTH CARE SERVICES,1012 E COLORADO ST #270,GLENDALE,CA,91205,440,310,17.4,11.7,3.8,0.2,0.0,1.3,0.4,1145161,1384686,1167247,1.5,38,17702,77,102,208,109,201,121,95,33,49,0,12,2.76,18,38,26,21,55,49,30,42,50,68,,65,20,64,14,15
59198,"VISITING ANGELS HOME HEALTH SERVICES, INC","3200 WILSHIRE BLVD, STE 311 NORTH TOWER",LOS ANGELES,CA,90010,1084,461,19.3,12.6,6.3,0.0,0.0,0.3,0.0,2975585,4354902,3565482,4.0,,,74,175,286,17,444,362,,19,27,,49,1.50,7,34,23,5,30,38,25,60,57,,,,20,72,3,4
59199,"ELAN HOME HEALTH, INC","9608 VAN NUYS BVLD, #204",PANORAMA CITY,CA,91402,568,259,19.2,11.9,6.9,0.2,0.0,0.1,0.0,1561469,2383724,1930828,5.0,,,73,100,159,11,248,220,0,,,0,23,1.47,6,29,33,5,31,35,26,58,63,,,64,15,,3,6
59200,"EMC HOME HEALTH PROVIDERS, INC","7851 WALKER STREET, SUITE 101",LA PALMA,CA,90623,241,157,17.3,14.6,2.0,0.1,0.0,0.6,0.1,646750,814783,649744,8.8,,,74,66,91,60,97,41,34,,69,0,,2.47,18,22,22,16,39,42,31,28,50,67,,66,11,55,8,13
59201,"OPTIMUM HOME HEALTH, INC","5800 A HANNUM AVE, STE 215",CULVER CITY,CA,90230,44,15,21.8,16.3,2.0,0.0,0.0,3.4,0.1,153954,138533,110635,6.4,0,,83,,,,,13,0,0,0,,,3.89,33,53,20,13,60,53,20,73,,,,,20,,13,13
59202,AFFINITY HOME HEALTH INC,5767 UPLANDER WAY,CULVER CITY,CA,90230,336,133,18.5,13.5,3.2,0.1,0.1,1.6,0.1,825463,1275350,1005205,7.8,,,77,52,81,40,93,69,28,,29,0,,2.99,17,42,11,11,50,55,24,44,67,60,,65,12,68,5,11
59205,"NOHO HOME HEALTH CARE, INC",13746 VICTORY BLVD # 205,VAN NUYS,CA,91401,251,128,17.4,12.3,3.9,0.5,0.0,0.6,0.1,647654,905053,727991,5.7,,,76,51,77,11,117,102,,,15,0,,2.09,10,39,28,4,43,40,48,54,59,,,,14,,8,7
59206,"ELITE HOME HEALTH, INC",220 S. KENWOOD ST. SUITE 220,GLENDALE,CA,91205,234,134,16.3,11.9,3.8,0.2,0.1,0.2,0.1,543432,818313,660716,7.3,11,4392,73,68,66,23,111,60,36,12,19,,,2.05,7,30,36,13,43,39,42,57,57,67,,64,19,64,14,10
59207,"ST ROSE OF LIMA HEALTHCARE PROVIDER, INC","18200 YORBA LINDA BLVD, SUITE 211",YORBA LINDA,CA,92886,77,51,17.4,10.9,3.4,0.5,0.0,2.3,0.3,195354,230380,192677,2.9,,,77,24,27,22,29,24,,12,12,0,,3.10,12,47,27,10,43,55,31,31,65,61,,63,18,57,14,14
59208,"LEVEL HOME HEALTH, INC","22961 TRITON WAY, UNIT B",LAGUNA HILLS,CA,92653,31,23,23.0,18.5,3.6,0.0,0.0,0.7,0.2,107090,112667,88869,9.7,,,79,,,,,,0,,,0,0,2.23,9,35,9,9,43,35,30,30,70,,,,39,65,13,0
59209,NEIGHBORHOOD HOME HEALTH CARE,"1650 E WALNUT ST, SUITE A",PASADENA,CA,91106,98,46,17.7,10.1,5.4,0.5,0.0,1.7,0.0,280657,319388,273313,0.0,,,75,14,32,19,27,14,,,27,0,0,3.71,9,24,11,4,50,48,22,48,52,65,,54,24,,9,15
59210,"GLOBAL HEALTHCARE SERVICES, LLC","400 12TH STREET, SUITE 25",MODESTO,CA,95354,329,258,19.3,9.0,5.9,2.4,1.0,0.8,0.3,955504,1385279,1088345,0.1,29,14189,77,94,164,155,103,144,22,29,56,,,2.53,23,38,28,12,43,52,31,33,48,75,,54,17,57,9,14
59211,24-7 QUALITY INFUSION AND HOME HEALTH INC,2659 TOWNSGATE RD STE 132,WESTLAKE VILLAGE,CA,91361,394,147,24.0,15.3,5.0,0.3,0.2,3.1,0.0,1274963,1658440,1294367,8.4,,,78,57,90,61,86,120,13,,,0,,2.79,13,59,15,10,49,43,31,59,50,60,,63,15,61,23,10
59212,"D & B HEALTH CARE PROFESSIONALS BURBANK, INC","12140 ARTESIA BLVD, SUITE 202",ARTESIA,CA,90701,343,195,18.5,11.2,5.4,0.5,0.1,1.0,0.2,1016266,1246319,1045090,2.6,,,78,77,118,95,100,84,33,26,43,,,2.93,19,37,27,15,48,57,32,36,54,,,68,12,59,9,11
59213,SHAPIRA & STEIN HOME HEALTHCARE AGENCY,"4741 LAUREL CANYON BLVD, SUITE 208",VALLEY VILLAGE,CA,91607,313,104,27.8,18.8,4.0,0.1,0.0,4.8,0.0,1167023,1261625,977973,9.1,,,81,40,64,18,86,86,,,,0,,2.67,14,59,18,11,69,50,26,46,63,69,,,19,,6,7
59214,MIRACLE LIFE HOME HEALTH INC,2829 N GLENOAKS BLVD,BURBANK,CA,91504,1218,477,20.3,13.6,5.6,0.3,0.0,0.7,0.0,3504093,5239031,4117090,7.8,,,73,202,275,50,427,329,,46,28,,49,1.81,8,29,28,10,33,31,26,53,55,,,64,21,,6,5
59216,GRACE HOME HEALTH NURSING SERVICES,6101 CHERRY AVENUE SUITE 206,FONTANA,CA,92336,461,308,12.2,7.0,5.2,0.0,0.0,0.0,0.0,786366,1520271,1354686,0.0,16,6222,75,145,163,206,102,202,,,98,0,,1.61,9,13,15,11,22,32,13,38,40,74,,44,17,,3,4
59217,"INFINITY CARE SERVICES, INC","1325 N CENTER STREET, SUITE 2A",STOCKTON,CA,95202,557,367,24.9,17.0,3.4,1.1,0.5,2.2,0.6,8331937,2311283,1656982,8.6,101,54285,72,171,196,168,199,187,51,30,84,,,2.33,15,25,23,14,38,50,31,32,54,62,,48,11,42,11,15
59219,"HEALTHWAYS HOME HEALTH SERVICES, INC","34 EXECUTIVE PARK, SUITE 212",IRVINE,CA,92614,380,242,19.9,11.5,6.4,1.1,0.2,0.5,0.1,1141955,1451566,1253098,1.7,34,15163,83,74,168,188,54,201,,14,20,0,,2.39,24,50,21,12,46,61,23,44,48,69,,48,24,45,12,18
59220,"PROVIDENT HOME HEALTHCARE, INC",7950 SILVERTON AVE SUITE 114,SAN DIEGO,CA,92126,25,19,14.5,12.1,1.3,1.1,0.0,0.0,0.0,54320,72027,59288,4.2,,,75,,,,,,,,,0,0,1.72,11,32,16,0,37,53,26,32,53,63,,42,0,37,11,5
59221,OPTIMA HOME HEALTH SERVICES,"2025 CHICAGO AVENUE, SUITE A-12",RIVERSIDE,CA,92507,152,107,16.0,8.9,2.8,0.2,0.2,3.8,0.0,312878,405894,367316,0.0,29,12835,83,41,66,76,31,81,,,12,0,,2.55,22,52,11,13,47,46,21,39,40,56,,48,14,54,13,11
59223,"BENEFICIAL HOME HEALTH SERVICES, INC","770 SOUTH BREA BLVD, SUITE #217",BREA,CA,92821,139,104,16.8,12.4,3.3,0.3,0.1,0.5,0.2,322014,458220,371602,8.2,,,69,47,57,12,92,23,59,16,,0,,2.30,4,25,36,7,44,35,44,40,59,65,,58,10,65,21,10
59224,"CAREWELL HOME HEALTH, INC","12630 BROOKHURST ST, SUITE E",GARDEN GROVE,CA,92840,256,167,15.7,10.3,4.3,0.1,0.1,0.8,0.2,575367,773089,675813,0.2,12,6043,79,59,108,43,124,42,,89,30,0,,2.28,13,38,23,8,43,43,32,23,62,69,,64,26,57,5,11
59227,VALLEY HOME HEALTH,"4545 N WEST AVENUE, STE 118A",FRESNO,CA,93705,970,520,17.0,9.1,7.5,0.1,0.3,0.0,0.1,3746022,3553139,3166959,0.1,111,48340,81,181,339,291,229,368,17,15,116,,,2.25,13,58,19,9,51,49,28,39,53,61,,54,15,58,7,10
59230,ZENITH HOME HEALTH,14144 VENTURA BLVD STE 304,SHERMAN OAKS,CA,91423,189,122,15.8,9.3,5.2,0.3,0.0,0.8,0.2,457779,650306,555157,0.0,,,75,41,81,21,101,23,,0,95,,0,1.45,7,29,18,5,23,34,22,52,,65,,42,7,65,4,9
59231,"PLANET HOME HEALTH CARE, INC","221 E GLENOAKS BLVD, STE 240",GLENDALE,CA,91207,233,98,17.7,11.2,5.2,0.3,0.1,0.9,0.0,545444,866664,725748,1.9,,,77,33,65,,,74,,,0,0,18,2.04,11,43,28,8,47,29,32,63,66,,,65,34,,3,3
59232,"HEALTHY CHOICE HOME CARE, INC","14827 VENTURA BLVD, SUITE 216",VAN NUYS,CA,91403,352,146,18.0,13.7,3.0,0.1,0.0,1.2,0.1,847986,1222408,952482,8.6,,,72,58,88,21,125,99,,13,16,,15,1.88,6,38,25,12,33,31,36,50,58,,,62,16,,5,4
59233,"IBOLIT HOME HEALTH, INC","221 WEST ALAMEDA AVENUE, SUITE 202",BURBANK,CA,91502,198,80,24.1,18.6,4.6,0.0,0.0,0.7,0.2,658942,750114,585837,8.3,0,,74,36,44,11,69,48,0,,22,0,,1.54,4,36,33,8,48,30,24,51,61,,,74,28,,1,6
