HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",MA,417,417,2640.00,3247.00,2924.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",MD,501,498,2277.00,2877.00,2902.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",ME,93,93,2205.00,2709.00,2903.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",MI,943,927,2377.00,2733.00,2895.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",MN,304,302,2308.00,3043.00,2894.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",MO,402,395,2450.00,2607.00,2887.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",MS,315,314,2856.00,2412.00,2903.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",MT,43,43,1798.00,2532.00,2927.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",NC,883,877,1983.00,2606.00,2888.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",NE,62,62,2319.00,2804.00,2915.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",NH,106,106,2324.00,2961.00,2922.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",NJ,900,893,2858.00,3217.00,2945.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",NM,75,73,2587.00,2714.00,2907.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",NV,162,160,2995.00,3250.00,2921.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",NY,1027,1021,3165.00,3352.00,2956.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",OH,560,558,2189.00,2633.00,2894.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",OK,151,151,2844.00,2505.00,2918.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",OR,254,251,3253.00,3115.00,2954.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",PA,792,785,2671.00,2741.00,2899.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",PR,98,95,2435.00,1581.00,2883.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",RI,62,62,2340.00,3008.00,2872.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",SC,640,635,2155.00,2593.00,2900.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",SD,14,14,2382.00,2599.00,2933.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",TN,672,661,2304.00,2441.00,2884.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",TX,1202,1195,2714.00,2730.00,2942.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",UT,89,87,2409.00,2623.00,2867.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",VA,786,781,2331.00,2695.00,2917.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",VT,60,60,2208.00,2954.00,2973.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",WA,399,397,2867.00,3133.00,2912.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",WI,239,236,2384.00,2891.00,2929.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",WV,198,197,2460.00,2409.00,2929.00
1AHM,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3",WY,21,21,2338.00,2872.00,2980.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",AL,165,163,3009.00,2559.00,3153.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",AR,58,58,3319.00,2744.00,3243.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",AZ,109,109,3025.00,3167.00,3151.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",CA,770,769,3527.00,4001.00,3210.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",CO,61,61,2643.00,3133.00,3124.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",CT,97,96,3113.00,3628.00,3206.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",DC,19,19,2980.00,3307.00,3167.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",DE,25,25,3095.00,3330.00,3258.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",FL,568,566,2672.00,2928.00,3156.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",GA,255,255,2641.00,2847.00,3183.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",IA,26,26,3470.00,2856.00,3156.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",ID,21,21,3191.00,2698.00,3086.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",IL,263,260,3317.00,3202.00,3197.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",IN,99,99,2990.00,2971.00,3211.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",KS,68,68,2667.00,2891.00,3156.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",KY,101,101,2835.00,2752.00,3195.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",LA,114,114,3277.00,2780.00,3246.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",MA,98,98,2962.00,3565.00,3221.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",MD,155,155,2780.00,3187.00,3199.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",ME,33,33,2526.00,3047.00,3243.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",MI,327,325,2819.00,3027.00,3195.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",MN,73,73,2807.00,3446.00,3259.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",MO,108,108,2927.00,2831.00,3140.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",MS,120,119,3238.00,2693.00,3225.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",MT,12,12,2205.00,2922.00,3232.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",NC,309,309,2300.00,2857.00,3198.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",NE,22,22,2875.00,3065.00,3179.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",NH,43,43,2639.00,3303.00,3251.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",NJ,260,260,3255.00,3508.00,3208.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",NM,24,24,3338.00,3076.00,3258.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",NV,46,46,3863.00,3559.00,3225.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",NY,268,266,3703.00,3573.00,3215.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",OH,171,171,2821.00,2915.00,3193.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",OK,51,51,3291.00,2767.00,3204.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",OR,61,61,3195.00,3408.00,3225.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",PA,249,248,3176.00,3020.00,3186.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",PR,74,74,2597.00,1722.00,3185.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",RI,19,19,2730.00,3358.00,3235.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",SC,203,203,2764.00,2865.00,3218.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",TN,181,181,2702.00,2693.00,3181.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",TX,364,362,3109.00,2976.00,3202.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",UT,27,27,2727.00,2983.00,3213.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",VA,278,277,2808.00,2996.00,3212.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",VT,12,12,2335.00,3069.00,3095.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",WA,106,105,3498.00,3388.00,3186.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",WI,73,73,2719.00,3220.00,3249.00
1AHN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 4",WV,59,59,3020.00,2626.00,3202.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",AK,12,12,4105.00,4027.00,3531.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",AL,595,591,3521.00,2856.00,3491.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",AR,199,196,3897.00,2965.00,3491.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",AZ,297,295,3410.00,3478.00,3468.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",CA,1900,1880,12755.00,4345.00,3484.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",CO,172,172,2980.00,3430.00,3451.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",CT,196,195,3239.00,4027.00,3505.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",DC,47,47,3362.00,3590.00,3466.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",DE,57,57,3519.00,3604.00,3518.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",FL,1940,1917,3026.00,3207.00,3456.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",GA,771,765,3203.00,3108.00,3458.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",HI,28,28,3463.00,3921.00,3459.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",IA,84,84,3234.00,3138.00,3472.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",ID,54,54,3265.00,3085.00,3506.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",IL,781,777,3610.00,3495.00,3485.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",IN,319,312,3377.00,3276.00,3503.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",KS,207,206,3030.00,3191.00,3474.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",KY,294,291,3122.00,3026.00,3462.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",LA,370,368,3694.00,2955.00,3476.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MA,372,370,3488.00,3889.00,3505.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MD,454,451,3264.00,3447.00,3465.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",ME,81,80,3162.00,3241.00,3475.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MI,1129,1095,3252.00,3288.00,3483.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MN,201,199,3235.00,3664.00,3459.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MO,330,329,3190.00,3124.00,3488.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MS,364,358,3398.00,2894.00,3511.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MT,48,46,2458.00,3099.00,3532.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NC,819,810,2760.00,3108.00,3467.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NE,59,59,3243.00,3416.00,3490.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NH,64,64,3208.00,3455.00,3387.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NJ,570,566,3796.00,3838.00,3510.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NM,76,76,3752.00,3313.00,3493.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NV,132,129,3701.00,3852.00,3462.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NY,711,706,4120.00,3959.00,3534.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",OH,516,512,3074.00,3168.00,3482.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",OK,196,188,3693.00,3004.00,3513.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",OR,147,147,4035.00,3637.00,3494.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",PA,637,634,3783.00,3304.00,3472.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",PR,235,229,3447.00,1859.00,3475.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",RI,68,67,3100.00,3668.00,3529.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",SC,626,621,3047.00,3090.00,3478.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",SD,11,11,3769.00,3116.00,3528.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",TN,616,608,3258.00,2976.00,3513.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",TX,1381,1350,3581.00,3233.00,3494.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",UT,92,92,3314.00,3226.00,3498.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",VA,728,721,3156.00,3203.00,3467.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",VT,40,40,3166.00,3389.00,3486.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",WA,335,330,3949.00,3748.00,3486.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",WI,194,194,3368.00,3456.00,3506.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",WV,189,188,3313.00,2889.00,3493.00
1AHP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",WY,30,30,3570.00,3552.00,3605.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AK,61,58,2429.00,2066.00,1802.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AL,2135,1967,1522.00,1463.00,1798.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AR,1347,1254,1879.00,1567.00,1828.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AZ,1243,1191,1898.00,1811.00,1793.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",CA,9725,9219,2044.00,2238.00,1813.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",CO,1084,1038,1795.00,1894.00,1839.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",CT,2463,2323,1607.00,2058.00,1811.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",DC,204,192,2069.00,1901.00,1822.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",DE,386,379,1705.00,1845.00,1794.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",FL,10465,9935,1561.00,1683.00,1795.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",GA,1980,1889,1640.00,1665.00,1823.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",HI,52,51,2461.00,1996.00,1787.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",IA,1406,1339,1549.00,1639.00,1799.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",ID,442,429,2026.00,1631.00,1820.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",IL,10765,9513,1663.00,1805.00,1791.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",IN,2782,2635,1795.00,1676.00,1795.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",KS,912,851,1883.00,1732.00,1860.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",KY,2121,1991,1597.00,1579.00,1794.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",LA,2888,2517,1562.00,1538.00,1802.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MA,4245,4028,2000.00,2009.00,1817.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MD,1866,1816,1670.00,1772.00,1789.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",ME,703,678,1651.00,1700.00,1800.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MI,6509,6158,1709.00,1678.00,1782.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MN,1183,1143,2046.00,1887.00,1803.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MO,2196,2101,1701.00,1611.00,1798.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MS,1800,1612,1619.00,1488.00,1799.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MT,247,238,1949.00,1669.00,1823.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NC,3904,3698,1546.00,1641.00,1805.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",ND,277,264,2091.00,1420.00,1780.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NE,682,647,1780.00,1751.00,1817.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NH,873,832,1622.00,1851.00,1799.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NJ,2818,2737,1831.00,1931.00,1799.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NM,707,659,1737.00,1727.00,1821.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NV,1374,1261,1764.00,2027.00,1792.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NY,4427,4271,2126.00,2029.00,1845.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",OH,5954,5497,1804.00,1703.00,1821.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",OK,2976,2636,1750.00,1594.00,1827.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",OR,786,743,2383.00,1896.00,1798.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",PA,7712,7335,1780.00,1677.00,1788.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",PR,106,102,2391.00,995.00,1815.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",RI,621,589,1727.00,1908.00,1815.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",SC,1326,1253,1902.00,1613.00,1802.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",SD,246,238,2047.00,1642.00,1830.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",TN,1598,1498,1700.00,1546.00,1805.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",TX,11251,9886,1641.00,1687.00,1809.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",UT,475,452,2161.00,1896.00,1912.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",VA,2731,2583,1685.00,1683.00,1807.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",VT,431,402,1664.00,1831.00,1815.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",WA,1071,1049,2261.00,1924.00,1794.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",WI,1591,1511,1976.00,1790.00,1814.00
1BFK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",WV,506,487,1523.00,1499.00,1796.00
