Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
58355,ADVANTAGE HEALTH SYSTEMS,"9663 TIERRA GRANDE STREET, STE 101",SAN DIEGO,CA,92126,1417,870,18.2,7.6,7.5,2.1,0.1,0.7,0.1,5818566.00,5424462.00,4664798.00,0.8,137,59859.00,80,335,535,640,230,670,48,35,95,,,2.11,21,40,8,13,41,43,27,41,43,54,,48,20,54,11,11
58358,"VICTORVILLE HOME HEALTH AGENCY SERVICES, LLC",14075 HESPERIA ROAD SUITE 204B,VICTORVILLE,CA,92395,104,68,27.2,18.6,3.3,0.2,0.0,5.1,0.1,779086.00,331153.00,280769.00,7.1,11,4703.00,71,33,35,33,35,39,12,,16,0,,2.62,22,18,22,21,60,59,35,29,59,68,,65,15,53,9,18
58359,"GEMINI HOME HEALTH, INC","250 W FIRST ST, SUITE 204",CLAREMONT,CA,91711,348,242,19.6,13.2,4.2,0.4,0.0,1.7,0.2,871805.00,1264332.00,1001049.00,8.4,17,6431.00,73,102,140,83,159,105,53,37,44,,,2.91,16,33,16,12,48,52,33,40,54,64,,53,17,62,21,20
58360,SILVER AGE HOME HEALTH CARE AGENCY INC,520 SOUTH LAFAYETTE PARK EAST SUITE 100-B,LOS ANGELES,CA,90057,637,261,15.5,12.7,1.9,0.1,0.0,0.7,0.1,1358878.00,1949381.00,1574383.00,5.9,14,5640.00,70,121,140,34,227,73,80,45,60,,,2.60,8,34,15,8,47,43,44,48,61,67,,69,16,75,23,11
58361,"ABSOLUT HOME HEALTH CARE, INC.",22736 VANOWEN ST SUITE 301,WEST HILLS,CA,91307,317,109,20.0,15.7,2.0,0.1,0.0,2.1,0.1,917753.00,1052587.00,817181.00,9.1,24,10345.00,81,30,79,75,34,84,,,15,0,,2.17,20,47,10,19,57,36,43,39,35,72,,63,53,,13,17
58362,NURSES CHOICE HOME CARE,"1333 HOWE AVENUE, SUITE 208",SACRAMENTO,CA,95825,319,276,9.4,4.3,4.1,0.6,0.2,0.1,0.1,497055.00,1107618.00,804864.00,0.0,48,22600.00,75,103,173,94,182,140,54,58,21,,,2.33,21,35,12,9,50,51,34,38,46,58,,50,16,43,11,18
58363,"ABSOLUTE HOME HEALTH AGENCY, INC",5021A SAN VICENTE BLVD,LOS ANGELES,CA,90019,96,39,13.7,9.3,2.3,0.0,0.0,2.0,0.1,179956.00,253162.00,215172.00,0.5,,,71,16,23,,,11,21,,,0,,2.30,8,38,23,8,49,36,28,41,56,67,,54,8,,8,3
58365,"QUEST HOME HEALTH SERVICES, INC","10660 WHITE OAK AVE, STE 200",GRANADA HILLS,CA,91344,309,157,16.6,11.3,2.9,0.7,0.2,1.2,0.2,698340.00,941101.00,790114.00,1.6,19,8789.00,78,93,64,79,78,79,16,32,27,,,2.28,16,32,17,8,38,43,25,39,46,70,,58,17,45,10,11
58366,ACCESS TLC HOME HEALTH CARE,"434 W COLORADO ST, SUITE 202",GLENDALE,CA,91204,193,165,10.0,5.5,3.3,0.4,0.0,0.4,0.3,604847.00,568664.00,469777.00,0.0,46,21081.00,76,59,106,97,68,122,0,,37,,,2.08,15,33,11,17,41,45,21,49,41,54,,47,19,51,7,13
58367,UNITED INTEGRITY HOME HEALTH INC,"12900-A GARDEN GROVE BLVD, SUITE 116",GARDEN GROVE,CA,92843,401,223,18.9,12.4,3.3,0.1,0.0,2.8,0.2,1019682.00,1229718.00,1042732.00,2.7,15,5566.00,79,92,131,103,120,117,,52,42,0,,2.27,17,35,13,13,45,51,32,33,55,67,,63,20,55,14,9
58368,"INFINITE HOME HEALTH, INC","22151 VENTURA BLVD, SUITE 201",WOODLAND HILLS,CA,91364,802,240,20.3,14.8,1.7,0.0,0.1,3.7,0.0,2194091.00,2598467.00,2026244.00,8.8,27,8528.00,80,81,159,109,131,172,16,18,25,,,2.33,15,50,13,8,45,41,17,52,50,65,,54,24,64,10,11
58370,CARE DIMENSIONS LLC,"3700 S SUSAN STREET, #150",SANTA ANA,CA,92704,384,316,14.5,7.8,4.8,0.9,0.2,0.6,0.3,995786.00,1240918.00,1098697.00,0.7,79,35076.00,79,123,193,218,98,193,23,44,51,,,2.34,21,34,12,16,39,49,26,34,46,68,,57,14,46,10,17
58371,ACCORD HOME HEALTH SERVICES,"17777 CENTER COURT DR, SUITE 250",CERRITOS,CA,90703,66,41,17.7,11.1,3.3,0.0,0.0,3.3,0.0,153051.00,186395.00,161522.00,0.1,0,,79,22,19,18,23,23,,,,0,0,3.05,12,41,10,12,41,49,37,39,54,63,,68,10,49,17,10
58373,"PREMIERE HOME HEALTH, INC","2225 W COMMONWEALTH AVENUE, SUITE 306",ALHAMBRA,CA,91803,586,253,15.4,9.9,4.6,0.7,0.0,0.0,0.1,1268361.00,2085587.00,1782612.00,0.0,12,3373.00,75,71,182,17,236,,,45,193,0,,2.01,9,30,15,8,32,40,34,43,62,75,,74,34,,7,8
58374,HEMET HOME HEALTH CARE,233 SOUTH CARMALITA,HEMET,CA,92543,370,112,18.8,11.3,3.0,0.0,0.0,4.4,0.0,910846.00,1069165.00,975101.00,1.6,41,13461.00,74,45,67,41,71,58,13,,38,0,,2.26,12,30,13,11,47,44,36,35,56,63,,54,13,43,5,18
58375,"UNITED CARE HOME HEALTHCARE AGENCY, INC","16921 PARTHENIA ST, STE 303A",NORTH HILLS,CA,91343,449,179,17.2,14.4,0.9,0.0,0.0,1.7,0.1,1047145.00,1497838.00,1181560.00,7.7,13,3882.00,63,87,92,27,152,101,36,,28,,,1.86,8,19,51,7,28,22,45,58,40,51,,37,9,54,68,6
58376,"ORANGE COUNTY CARE PROVIDERS, INC",14700 E FIRESTONE BLVD SUITE 128,LA MIRADA,CA,90638,614,293,18.0,12.8,4.3,0.1,0.1,0.7,0.0,1652285.00,2137998.00,1747535.00,6.2,44,16321.00,82,97,196,92,201,189,,64,,,27,2.74,24,46,19,16,45,51,37,49,49,72,,54,19,67,7,12
58377,"NEW CENTURY HOME HEALTH, INC","15600 DEVONSHIRE ST, STE 204",GRANADA HILLS,CA,91344,350,183,21.1,15.3,5.4,0.2,0.0,0.1,0.1,1118694.00,1397051.00,1117152.00,8.8,15,6725.00,78,74,109,90,93,98,13,29,37,,,2.30,14,27,10,10,39,45,30,39,50,72,,61,16,,13,14
58378,"IDEAL CARE HOME HEALTH, INC","21021 DEVONSHIRE STREET, SUITE 203",CHATSWORTH,CA,91311,409,268,14.3,8.8,4.4,0.4,0.1,0.5,0.1,814355.00,1349365.00,1141156.00,1.1,26,9877.00,77,95,173,185,83,178,40,14,33,,,1.76,17,26,12,16,35,34,21,37,42,66,,53,18,72,8,8
58379,GOLDEN HEART HOME HEALTH CARE,"3539 OCEAN VIEW BLVD, SUITE 1",GLENDALE,CA,91208,326,119,23.2,18.4,3.9,0.0,0.0,0.9,0.0,1056113.00,1284358.00,1016831.00,8.8,0,,73,40,79,,,82,0,17,,,15,1.41,7,33,15,4,34,22,27,58,61,,,,25,,1,3
58381,COMFORT HANDS HEALTHCARE INC,792 MERIDIAN WAY,SAN JOSE,CA,95126,113,78,18.3,10.2,5.0,2.2,0.2,0.5,0.1,290370.00,579329.00,370676.00,3.1,19,10293.00,80,31,47,42,36,43,,15,16,,,2.68,27,35,5,9,50,51,22,42,47,60,,50,13,36,9,13
58382,"NURSES TOUCH HOME HEALTH PROVIDER, INC","1451 E CHEVY CHASE ST, SUITE 207",GLENDALE,CA,91206,328,113,19.6,15.4,2.4,0.1,0.0,1.6,0.0,939117.00,1135856.00,883072.00,9.0,30,11108.00,82,39,74,75,38,70,16,,18,0,,2.37,18,51,18,16,41,49,17,42,37,53,,65,28,63,19,11
58384,"HANNAH HOME HEALTH, INC","5768  WEST PICO BLVD, STE 204",LOS ANGELES,CA,90019,161,61,14.0,13.1,0.7,0.0,0.0,0.0,0.1,313063.00,511521.00,398259.00,8.8,,,75,18,43,22,39,,45,,,0,,2.20,10,38,11,16,31,46,23,31,59,72,,56,7,70,10,13
58385,"ST LUKE'S HOME HEALTH SERVICES, INC","5721 LINCOLN AVE, UNIT P",CYPRESS,CA,90630,380,226,16.0,12.3,3.2,0.1,0.0,0.2,0.2,839532.00,1324371.00,1056832.00,7.1,17,7715.00,77,67,159,37,189,45,25,23,129,,,2.26,8,30,13,7,45,38,20,26,71,66,,66,28,68,8,11
58386,"SHEPHERD HOME HEALTH CARE, INC",8383 WILSHIRE BLVD SUITE 527,BEVERLY HILLS,CA,90211,322,173,18.1,10.3,4.8,0.2,0.1,2.5,0.2,1199504.00,1006707.00,857062.00,0.4,18,9862.00,80,63,110,65,108,97,29,,39,0,,2.21,16,40,12,5,43,46,24,32,50,56,,53,16,57,13,10
58387,"R & A HOME HEALTH SERVICES, INC",600 WEST BROADWAY SUITE 210,GLENDALE,CA,91204,357,197,25.1,21.6,2.4,0.3,0.1,0.5,0.1,1385114.00,1357274.00,1044419.00,8.7,,,80,87,110,124,73,136,,,43,0,,2.72,26,22,20,12,53,50,27,29,48,64,,61,16,55,3,9
58388,CVH HOME HEALTH SERVICES,"2410 CAMINO RAMON, SUITE 331",SAN RAMON,CA,94583,488,369,14.3,7.3,5.1,1.0,0.1,0.5,0.3,1228321.00,2260668.00,1496416.00,0.2,40,22997.00,78,135,234,278,91,222,73,27,38,,,2.12,11,27,18,10,32,50,20,28,37,65,,40,21,40,4,11
58390,"LIFECARE HOME HEALTH SERVICES, INC",540 E FOOTHILL BLVD  SUITE 200,SAN DIMAS,CA,91773,244,124,15.1,12.6,1.7,0.2,0.0,0.6,0.1,561361.00,785192.00,622921.00,8.3,16,6341.00,76,60,64,42,82,37,12,13,62,0,0,2.25,10,22,11,14,36,39,21,27,48,54,,44,13,52,4,6
58391,BRAEWOOD HOME HEALTH INC,816 CAMARILO SPRINGS RD STE N,CAMARILLO,CA,93011,176,121,16.7,10.9,4.4,0.1,0.0,1.0,0.2,400957.00,592663.00,484126.00,0.3,11,5355.00,76,41,80,60,61,67,,,40,,,1.98,18,30,17,10,32,41,17,49,50,63,,41,19,44,14,8
58392,CALIPSO HOME HEALTH CARE INC,"16909 PARTHENIA ST., STE. 205",NORTHRIDGE,CA,91343,666,495,17.2,9.4,5.6,1.0,0.1,0.9,0.2,1636290.00,2415484.00,2007554.00,2.8,98,36503.00,81,191,304,326,169,348,60,26,51,,,2.18,25,30,15,16,44,46,25,49,41,64,,57,23,66,6,16
58393,"MULTICARE INTERNATIONAL HOME HEALTH AGENCY, INC","7320 FIRESTONE BLVD, STE 212",DOWNEY,CA,90241,614,380,15.6,7.9,6.4,0.2,0.0,1.1,0.0,1328041.00,1991473.00,1704592.00,0.0,,,73,149,231,86,294,80,58,73,155,,,2.15,8,27,17,10,42,45,29,27,60,66,,66,21,65,7,8
58394,"SENIOR HOME HEALTH CARE, INC","14557 FRIAR ST, STE A3",VAN NUYS,CA,91411,1184,623,18.8,14.7,3.4,0.1,0.1,0.3,0.1,3005812.00,4426823.00,3468195.00,8.9,24,7741.00,74,265,358,216,407,300,84,62,160,,,2.34,13,35,24,12,44,43,26,51,52,63,,70,23,,21,11
58395,"PACIFIC HOME HEALTH CARE, INC","8855 EAST VALLEY BLVD, SUITE 208",ROSEMEAD,CA,91770,322,235,12.5,9.4,2.3,0.5,0.0,0.3,0.0,608441.00,957295.00,817466.00,0.3,35,14355.00,82,83,152,39,196,16,,189,22,0,,2.49,14,46,14,14,41,49,37,20,53,65,,,37,62,9,12
58396,"BRIGHT CARE HOME HEALTH, INC","3925 ROSEMEAD BLVD, STE 205A",ROSEMEAD,CA,91770,447,276,15.2,12.0,1.9,0.3,0.0,1.0,0.1,1150328.00,1413349.00,1169024.00,3.6,23,8275.00,81,102,174,42,234,26,,185,58,0,,2.49,14,36,20,11,46,52,38,31,66,74,,,37,67,7,14
58397,"MOBILITY HOME HEALTH SERVICES, INC","22148 SHERMAN WAY, STE 206",CANOGA PARK,CA,91303,34,16,11.6,9.7,1.8,0.1,0.0,0.0,0.0,61634.00,95098.00,83002.00,0.0,0,,79,,,,,13,0,,,0,0,3.14,19,63,25,0,63,38,19,56,63,56,,,25,56,0,25
58398,"WESTSIDE HOME HEALTH, INC.","3171 LOS FELIZ BLVD., STE. 212-A",LOS ANGELES,CA,90039,486,230,18.4,12.5,5.2,0.0,0.0,0.5,0.1,1360589.00,1824352.00,1508245.00,3.2,22,8251.00,77,86,144,78,152,64,64,26,70,,,2.33,13,28,22,10,50,42,33,40,57,67,,66,24,,8,13
58399,SHANT HOME HEALTH CARE,6033 WOODMAN AVE,VAN NUYS,CA,91401,490,224,18.5,15.0,2.9,0.0,0.0,0.4,0.1,1412766.00,1681672.00,1309314.00,8.8,14,4617.00,74,80,144,15,209,103,,,103,0,,1.88,6,28,17,7,32,30,18,36,71,68,,,42,,6,6
58400,"RIGHTCARE HOME HEALTH SERVICES, INC","600 W. BROADWAY, STE. 110",GLENDALE,CA,91204,660,290,18.2,12.7,4.2,0.3,0.2,0.8,0.1,1603104.00,2400116.00,1934302.00,5.6,39,15785.00,81,109,181,165,125,180,,23,76,0,,2.56,23,40,13,14,50,53,37,41,49,68,,68,22,,10,12
58402,COVENANT HOME HEALTH OF CALIFORNIA,"1217 BUENA VISTA ST, STE 103-C",DUARTE,CA,91010,57,53,15.5,10.8,4.1,0.0,0.0,0.4,0.2,111015.00,181984.00,154020.00,1.2,,,78,17,36,15,38,17,,,29,0,,2.07,15,19,17,9,42,40,34,42,47,74,,72,28,64,9,8
58403,"CALIFORNIA HOME HEALTH SPECIALIST, INC","18856 AMAR ROAD, SUITE 12",WALNUT,CA,91789,191,107,16.4,11.6,4.3,0.0,0.0,0.3,0.1,467919.00,672285.00,565233.00,3.9,,,76,43,64,19,88,22,21,20,37,,,2.21,19,27,14,12,41,45,21,23,57,63,,66,26,,7,10
58405,ALLIED HEALTHCARE PROFESSIONALS INC,"61 LONG COURT, SUITE #110",THOUSAND OAKS,CA,91360,392,303,17.6,8.5,6.7,2.0,0.2,0.3,0.1,1728828.00,1724614.00,1343879.00,5.0,15,6019.00,80,139,164,263,40,259,,11,26,0,,2.03,25,33,16,17,43,45,27,44,40,,,54,21,55,7,17
58406,"PATIENTS FIRST HOME HEALTH AGENCY, INC","23210 S CRENSHAW BLVD, SUITE 200",TORRANCE,CA,90505,160,94,13.9,10.0,3.6,0.1,0.0,0.2,0.1,279221.00,478611.00,403272.00,2.3,,,70,47,47,14,80,12,50,22,,0,,2.74,5,19,12,6,38,39,32,35,60,62,,50,7,63,13,10
58407,ELEVATE HEALTH,"201 COVINA AVE, SUITE 4",LONG BEACH,CA,90803,285,187,21.5,13.9,6.0,0.6,0.1,0.8,0.1,997263.00,1156653.00,926746.00,7.4,18,7467.00,82,75,112,137,50,132,,14,32,0,,2.46,21,52,13,12,46,54,27,39,53,66,,55,18,59,10,19
58408,"GREEN PINE HOME HEALTHCARE SERVICES, INC",1740 NEW AVENUE SUITE 101,SAN GABRIEL,CA,91776,476,348,15.4,13.5,1.6,0.3,0.0,0.0,0.1,1158657.00,1697507.00,1335492.00,8.0,31,14202.00,79,136,212,44,304,24,,262,48,0,,2.94,20,32,18,18,46,62,38,14,55,61,,74,32,57,6,13
58409,ABLE HANDS HOME HEALTH CARE,18780 AMAR RD SUITE 207,WALNUT,CA,91789,494,285,18.2,14.1,3.7,0.2,0.0,0.2,0.1,1349165.00,1743884.00,1376668.00,8.7,25,9793.00,75,137,148,93,192,129,,48,92,0,,2.24,13,45,17,17,32,40,33,44,49,55,,61,19,50,28,9
58410,"AAA HOME HEALTH SERVICES, INC","150 E OLIVE AVE, STE 209",BURBANK,CA,91502,428,182,19.7,15.5,3.1,0.1,0.0,1.0,0.0,1134532.00,1539125.00,1195606.00,8.9,,,76,71,111,21,161,130,,12,15,,16,1.64,10,45,29,13,40,22,30,50,65,,,74,31,,6,5
58411,"ROYAL HEALTH HOMECARE AGENCY, INC","1110 SONORA AVE, STE 212",GLENDALE,CA,91201,92,84,14.3,10.7,3.1,0.0,0.0,0.3,0.2,193184.00,279005.00,244373.00,0.4,,,75,38,46,39,45,40,,17,21,0,,2.10,17,29,17,18,40,46,29,39,48,67,,60,14,40,5,13
58412,PREFERRED HOME HEALTH PROVIDER INC,8560 VINEYARD AVENUE SUITE 505,RANCHO CUCAMONGA,CA,91730,525,224,13.1,9.4,3.0,0.1,0.0,0.4,0.2,951573.00,1484465.00,1347993.00,0.2,35,12249.00,77,78,146,95,129,109,22,19,71,,,2.25,18,30,28,13,46,41,43,43,51,71,,63,16,65,7,13
58414,"SUNSHINE HOME HEALTH SERVICES, INC",3336 S ROBERTSON BLVD,LOS ANGELES,CA,90034,146,101,17.7,12.1,4.4,0.5,0.0,0.5,0.2,408900.00,503059.00,414752.00,3.7,14,4009.00,75,39,62,33,68,32,34,,28,0,,2.79,16,25,13,20,48,44,21,44,58,55,,62,13,49,6,9
58415,"PROHEALTH HOME CARE, INC","2700 ZANKER ROAD, SUITE 180",SAN JOSE,CA,95134,882,710,12.5,6.6,4.2,1.2,0.1,0.3,0.1,2447784.00,3642755.00,2398408.00,0.2,69,42225.00,78,319,391,454,256,418,24,106,138,,,2.02,20,27,13,10,32,39,21,28,47,64,,48,14,42,5,10
58416,A-1 HOME HEALTH CARE,"5011 ARGOSY AVE, #5",HUNTINGTON BEACH,CA,92649,558,236,19.9,10.9,7.1,0.8,0.3,0.8,0.1,1930074.00,2518247.00,2036295.00,7.3,39,12602.00,74,89,147,143,93,170,,29,27,,,2.55,20,39,23,8,50,50,29,55,49,64,,52,19,57,22,17
58417,"HOME HEALTH CARE SOLUTIONS, INC","9007 ARROW ROUTE, SUITE 100",RANCHO CUCAMONGA,CA,91730,381,171,24.4,16.0,4.2,0.3,0.1,3.6,0.2,1369566.00,1393157.00,1130902.00,8.7,,,79,59,112,58,113,64,12,21,73,,,2.50,17,48,14,11,47,52,32,35,56,60,,55,15,56,9,12
58418,INTERLINK HOME HEALTH INLAND EMPIRE,9269 UTICA AVENUE SUITE 175,RANCHO CUCAMONGA,CA,91730,167,124,19.0,12.3,5.2,0.7,0.0,0.4,0.3,417106.00,567977.00,501475.00,2.4,22,9805.00,77,52,72,67,57,78,,,33,0,,2.48,22,36,11,14,56,65,36,44,51,62,,55,15,52,8,9
58420,"RIM OF THE WORLD HOME HEALTH, INC","28200 HWY 189, SUITE 02-240",LAKE ARROWHEAD,CA,92352,197,126,15.8,9.7,3.9,0.1,0.0,1.9,0.2,545615.00,568908.00,518788.00,0.5,28,11652.00,74,52,74,89,37,113,,,,0,,2.18,13,26,13,10,42,43,34,43,38,38,70,40,17,47,7,13
58421,"GLOBAL HOME HEALTH, INC",515 N VICTORY BLVD,BURBANK,CA,91502,410,151,21.4,15.9,3.2,0.1,0.0,2.2,0.1,1267874.00,1522234.00,1179864.00,9.1,15,4585.00,78,50,101,13,138,126,0,,,0,15,1.98,8,32,6,20,51,37,27,48,62,,,70,25,,4,4
58422,SPECIALIZED HOME HEALTH SERVICES,1540 W GLENOAKS BLVD SUITE 104,GLENDALE,CA,91201,45,25,25.8,20.6,3.5,0.1,0.3,1.1,0.1,157465.00,159296.00,127239.00,6.4,,,72,12,13,,,13,,,,0,,2.97,12,28,0,12,40,44,16,44,60,64,,48,20,60,8,4
58423,"SUPERIOR HOME HEALTH CARE SERVICES, INC",555 NORTH BENSON AVE STE B,UPLAND,CA,91786,176,131,12.1,7.7,4.0,0.0,0.1,0.2,0.2,309784.00,516849.00,462196.00,0.0,19,7370.00,73,53,78,38,93,51,,16,53,,,1.85,8,26,17,8,44,35,23,39,52,59,,60,16,64,8,11
58424,"CARETECH HOME HEALTH, INC","5252 ORANGE AVE, #101",CYPRESS,CA,90630,434,357,12.0,8.6,2.7,0.4,0.0,0.1,0.1,959425.00,1391837.00,1160085.00,3.5,51,23579.00,79,122,235,110,247,90,,234,21,,11,1.68,13,31,13,10,30,35,19,27,61,69,,45,36,66,5,10
58425,"WARM SPRINGS HOME HEALTH, INC",54 WHITNEY PLACE,FREMONT,CA,94539,1687,1462,15.5,7.7,5.6,1.1,0.1,0.7,0.2,3923818.00,7693302.00,5027893.00,0.9,129,91060.00,79,583,879,844,618,841,86,244,257,,,2.16,19,31,13,14,37,49,21,32,45,66,,45,21,47,7,12
58426,"ADVANCED HOME HEALTH, INC",4370 AUBURN BLVD,SACRAMENTO,CA,95841,1579,945,14.5,8.2,4.6,0.8,0.1,0.5,0.2,5788315.00,6386410.00,4574549.00,0.0,227,123550.00,74,524,421,622,323,694,92,64,80,,,2.27,18,26,13,11,43,48,31,33,43,53,,48,10,38,8,9
58428,"GOODWILL PLUS, INC",233 E POMONA BLVD,MONTEREY PARK,CA,91755,241,153,13.0,10.0,2.5,0.1,0.0,0.2,0.1,431558.00,730288.00,615383.00,1.5,,,78,54,99,15,138,17,,101,27,0,,2.67,10,43,12,7,50,61,37,29,73,65,,,43,61,12,14
58429,DEDICATED HOME HEALTH AGENCY,"133 N. ALTADENA DRIVE, SUITE 430",PASADENA,CA,91107,159,102,18.6,12.6,4.1,0.4,0.0,1.5,0.1,399021.00,502179.00,421080.00,2.7,,,76,38,64,46,56,47,17,,27,,,2.18,15,33,14,11,49,36,21,40,51,51,,50,18,53,21,11
58430,AMERICARE WEST HOME HEALTH SERVICES,"12440 FIRESTONE BLVD., SUITE 310",NORWALK,CA,90650,17,13,24.2,17.6,3.4,0.3,0.0,2.8,0.1,61890.00,57991.00,46757.00,6.4,0,,85,,,,,,0,,,0,0,2.85,38,31,31,15,,,54,38,62,54,,69,23,62,0,8
58431,ROYAL HOME CARE INC,870 HAMPSHIRE RD STE P,WESTLAKE VILLAGE,CA,91361,269,142,19.7,11.8,4.5,1.2,0.1,1.9,0.2,800770.00,910056.00,748382.00,2.2,,,81,37,105,89,53,118,,,13,0,,2.19,22,47,12,13,50,49,31,51,37,59,,56,24,69,25,12
58432,PLEXUS HEALTH CARE INC,7365 CARNELIAN STREET SUITE 116A,RANCHO CUCAMONGA,CA,91730,135,120,16.5,10.5,4.2,1.2,0.1,0.3,0.2,325119.00,456003.00,390554.00,5.3,23,9927.00,72,53,67,54,66,63,16,,32,0,,2.71,16,26,19,13,48,53,41,36,57,62,,60,20,50,13,20
58433,"ER HOME HEALTH, INC","433 NORTH 4TH STREET, #202",MONTEBELLO,CA,90640,290,112,19.7,13.9,3.3,0.3,0.0,2.1,0.1,985466.00,996519.00,788410.00,7.5,,,78,34,78,35,77,32,0,,70,0,,2.85,13,38,16,21,50,46,24,38,65,58,,66,20,59,4,10
58434,"GENTLE CARE, INC","5901 GREEN VALLEY CIRCLE, STE 470",CULVER CITY,CA,90230,168,97,11.6,8.8,2.5,0.0,0.1,0.2,0.0,174948.00,471572.00,407945.00,0.8,,,73,49,48,36,61,18,68,0,,0,,2.14,8,25,24,10,42,41,23,37,56,52,,53,11,60,7,11
58435,"MISSION HEALTH CARE PROVIDERS, INC",14661 TITUS STREET,PANORAMA CITY,CA,91402,130,66,15.1,10.6,4.2,0.0,0.0,0.2,0.0,274775.00,420864.00,344646.00,3.9,,,74,37,29,18,48,18,,25,13,0,,1.80,11,12,15,6,36,33,32,27,64,,,59,27,,11,3
58436,INLAND VALLEY HOME HEALTH AGENCY,5050 PALO VERDE STREET SUITE 209,MONTCLAIR,CA,91763,113,69,22.1,14.5,6.4,0.0,0.0,0.9,0.3,351805.00,448371.00,373776.00,5.3,,,78,21,48,29,40,31,,,30,0,,2.28,9,35,10,9,54,46,23,35,61,70,,61,32,,13,14
58437,"ACTIVE HOME HEALTH SERVICES, INC","6131 ORANGETHORPE AVENUE, SUITE 145",BUENA PARK,CA,90620,20,17,13.4,8.8,4.4,0.0,0.0,0.0,0.3,39960.00,62706.00,55107.00,0.0,0,,72,,,,,,,,,0,0,1.76,12,6,24,0,35,35,41,35,59,59,,59,29,65,18,0
58438,KINDNESS CARE HOME HEALTH,"2530 REDHILL AVENUE, SUITE 120",SANTA ANA,CA,92705,73,33,14.2,12.5,1.4,0.2,0.0,0.2,0.0,216269.00,227917.00,185135.00,7.5,18,8253.00,82,,,13,20,,,,14,0,0,3.14,21,58,12,6,67,67,30,36,70,61,,,18,61,6,18
58439,CELEBRITY HOMECARE,521 N MOUNTAIN AVENUE,UPLAND,CA,91786,221,56,17.9,14.9,2.6,0.3,0.0,0.0,0.0,732898.00,812594.00,648819.00,8.0,,,83,11,45,27,29,30,,,21,0,0,2.20,9,,14,9,46,43,21,68,48,55,,52,23,59,29,7
58440,ST JOHN'S HOME HEALTH CARE CENTER,"4800 STOCKDALE HIGHWAY, SUITE 209",BAKERSFIELD,CA,93309,37,35,12.6,6.1,6.6,0.0,0.0,0.0,0.0,74910.00,118258.00,106921.00,0.0,0,,71,18,17,,,,,,20,0,0,2.78,20,23,23,9,63,49,46,31,71,69,,63,17,69,0,20
58441,"ACCESS HOME HEALTH CARE, INC","18780 AMAR ROAD, SUITE 201",WALNUT,CA,91789,369,176,22.8,16.3,5.5,0.6,0.0,0.2,0.2,1259688.00,1384233.00,1096516.00,8.9,12,5163.00,80,57,119,55,121,51,,16,104,0,,2.69,19,44,15,13,53,49,39,24,66,74,,60,23,,9,15
58442,SUMMIT HOME HEALTH INC,2139 TAPO ST STE 210,SIMI VALLEY,CA,93063,554,255,22.6,12.0,5.2,0.8,0.2,4.3,0.1,1919539.00,2253115.00,1782328.00,6.8,16,5407.00,82,94,161,76,179,165,,54,11,,17,2.11,15,47,13,10,40,35,22,68,55,69,,57,25,72,6,13
58443,BEST CARE HOME HEALTH AGENCY,"3451 TORRANCE BLVD, SUITE 203",TORRANCE,CA,90503,183,92,11.6,8.6,2.0,0.4,0.0,0.4,0.1,285090.00,526744.00,458826.00,0.0,12,5008.00,72,28,64,17,75,15,31,,40,0,,3.42,11,29,23,7,57,50,24,75,61,71,,61,12,,10,14
58444,PROFESSIONAL HOME CARE SERVICE,520  S. LAFAYETTE PARK PLACE SUITE 570,LOS ANGELES,CA,90057,532,299,21.3,17.9,2.3,0.0,0.0,1.0,0.2,1633195.00,1971040.00,1534289.00,8.8,,,77,150,149,39,260,246,19,,18,,,1.84,13,39,9,16,40,42,24,52,59,,,,18,,16,5
