HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",NH,718,662,2248.00,2198.00,2089.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",NJ,2247,2079,2768.00,2223.00,2045.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",NM,737,656,2311.00,2026.00,2073.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",NV,984,901,2368.00,2275.00,2048.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",NY,4225,3867,2979.00,2422.00,2148.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",OH,6358,5666,2376.00,2008.00,2094.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",OK,2655,2318,2236.00,1859.00,2076.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",OR,871,781,3364.00,2162.00,2044.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",PA,7159,6545,2390.00,1970.00,2047.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",PR,424,356,2656.00,1228.00,2109.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",RI,598,535,2182.00,2183.00,2063.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",SC,1318,1225,2289.00,1829.00,2039.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",SD,313,288,2091.00,1791.00,2007.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",TN,1319,1236,1930.00,1711.00,2004.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",TX,10593,9085,2093.00,1946.00,2044.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",UT,637,592,2713.00,2146.00,2148.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",VA,3214,2950,2210.00,1944.00,2047.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",VT,457,414,2641.00,2263.00,2139.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",WA,1215,1125,3225.00,2235.00,2056.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",WI,2036,1807,2747.00,2122.00,2104.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",WV,724,657,1817.00,1694.00,2023.00
1CFK,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1",WY,172,157,2758.00,2182.00,2143.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",AL,37,37,2625.00,2046.00,2464.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",AR,35,35,2988.00,2110.00,2418.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",AZ,68,68,2601.00,2455.00,2452.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",CA,364,362,3643.00,3124.00,2485.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",CO,64,64,2542.00,2476.00,2476.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",CT,84,83,2303.00,2778.00,2440.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",DE,20,20,2553.00,2449.00,2409.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",FL,185,185,2642.00,2337.00,2455.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",GA,51,51,2461.00,2094.00,2370.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",IA,37,37,2763.00,2250.00,2452.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",ID,26,26,2741.00,2229.00,2505.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",IL,375,374,2937.00,2419.00,2445.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",IN,150,150,2810.00,2331.00,2466.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",KS,58,58,2420.00,2280.00,2498.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",KY,84,84,2369.00,2161.00,2486.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",LA,46,45,2528.00,2000.00,2383.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MA,121,120,2921.00,2733.00,2472.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MD,102,101,2522.00,2389.00,2474.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",ME,40,40,2419.00,2235.00,2449.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MI,207,207,2951.00,2319.00,2454.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MN,70,70,2551.00,2594.00,2490.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MO,90,90,2313.00,2183.00,2434.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MS,35,35,2467.00,2028.00,2449.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MT,15,15,2151.00,2314.00,2476.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NC,157,157,2284.00,2169.00,2418.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",ND,11,11,2603.00,1924.00,2464.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NE,29,29,2809.00,2539.00,2593.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NH,36,36,2703.00,2556.00,2473.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NJ,100,100,3344.00,2664.00,2487.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NM,21,21,2264.00,2259.00,2384.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NV,39,39,3011.00,2753.00,2514.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NY,132,132,3068.00,2780.00,2542.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",OH,217,217,2809.00,2396.00,2538.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",OK,56,56,2693.00,2124.00,2439.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",OR,55,54,3879.00,2650.00,2434.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",PA,243,243,3157.00,2383.00,2478.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",RI,14,14,2558.00,2438.00,2388.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",SC,55,55,2391.00,2150.00,2443.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",SD,16,16,3312.00,2037.00,2323.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",TN,40,40,2158.00,2085.00,2438.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",TX,245,244,2713.00,2308.00,2474.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",UT,34,34,2429.00,2237.00,2409.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",VA,94,94,2230.00,2246.00,2419.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",VT,20,20,2782.00,2581.00,2487.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",WA,81,81,2992.00,2673.00,2450.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",WI,80,80,3132.00,2603.00,2573.00
1CFL,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",WV,20,20,2262.00,2091.00,2512.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",AK,19,19,4250.00,3576.00,2985.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",AL,128,128,2963.00,2325.00,2855.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",AR,78,78,3229.00,2543.00,3005.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",AZ,139,139,3376.00,3005.00,2964.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",CA,1076,1067,3534.00,3679.00,2974.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",CO,140,140,2851.00,2887.00,2934.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",CT,162,162,2871.00,3410.00,2965.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",DC,25,25,3142.00,3001.00,2926.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",DE,41,40,3785.00,2944.00,2897.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",FL,633,630,2807.00,2699.00,2934.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",GA,161,160,3007.00,2602.00,2929.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",HI,13,13,3952.00,3404.00,2949.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",IA,87,87,2983.00,2699.00,2947.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",ID,57,56,3166.00,2543.00,2854.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",IL,888,875,3163.00,2907.00,2937.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",IN,351,346,3247.00,2839.00,2960.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",KS,146,146,3093.00,2733.00,2989.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",KY,198,195,2871.00,2639.00,2967.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",LA,106,105,3069.00,2614.00,3011.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MA,291,289,3286.00,3296.00,2996.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MD,266,263,2956.00,2875.00,2928.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",ME,67,67,2813.00,2680.00,2919.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MI,465,463,3107.00,2727.00,2896.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MN,164,159,3410.00,3001.00,2900.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MO,215,215,2898.00,2584.00,2869.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MS,65,65,3361.00,2453.00,2944.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MT,31,31,2771.00,2772.00,2971.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",NC,423,423,2852.00,2596.00,2942.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",ND,14,14,3407.00,2342.00,2966.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",NE,74,73,3069.00,2878.00,2967.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",NH,68,68,2836.00,2938.00,2897.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",NJ,175,175,3706.00,3159.00,2894.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",NM,62,62,2660.00,2866.00,2959.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",NV,109,107,3562.00,3267.00,2959.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",NY,268,268,3518.00,3272.00,3007.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",OH,603,598,3001.00,2801.00,3001.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",OK,188,185,3369.00,2598.00,2963.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",OR,97,97,4226.00,3170.00,2953.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",PA,473,470,3265.00,2771.00,2931.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",RI,54,53,3189.00,3186.00,3040.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",SC,150,150,2886.00,2660.00,2962.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",SD,36,36,3189.00,2693.00,3014.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",TN,122,121,2996.00,2491.00,2906.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",TX,758,750,3095.00,2721.00,2934.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",UT,120,118,3062.00,2783.00,2934.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",VA,309,308,2880.00,2760.00,2931.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",VT,51,50,3079.00,3099.00,3032.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",WA,176,174,3940.00,3193.00,2933.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",WI,204,204,3566.00,3005.00,3015.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",WV,61,61,2403.00,2487.00,2961.00
1CFM,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",WY,14,14,3840.00,3238.00,3193.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",AL,15,15,3313.00,2735.00,3395.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",AR,14,14,4250.00,3100.00,3594.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",AZ,38,38,3279.00,3399.00,3371.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",CA,169,169,3980.00,4171.00,3420.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",CO,31,31,3751.00,3847.00,3649.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",CT,45,45,3385.00,3862.00,3437.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",FL,179,179,3323.00,3195.00,3455.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",GA,35,35,3459.00,3047.00,3442.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",IA,13,13,3635.00,3161.00,3437.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",ID,13,13,3190.00,3071.00,3455.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",IL,235,232,3577.00,3368.00,3399.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",IN,89,88,3874.00,3202.00,3412.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",KS,27,27,3730.00,3430.00,3624.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",KY,48,48,3270.00,2897.00,3323.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",LA,20,20,3239.00,2909.00,3417.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",MA,60,60,3831.00,3758.00,3440.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",MD,64,64,3546.00,3351.00,3404.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",ME,12,12,3405.00,3239.00,3423.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",MI,142,141,3415.00,3214.00,3426.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",MN,37,37,3911.00,3432.00,3276.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",MO,37,37,3326.00,3099.00,3422.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",MS,14,14,3287.00,2757.00,3293.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",MT,11,11,2431.00,3215.00,3447.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",NC,83,82,3108.00,3049.00,3422.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",NE,20,20,3164.00,3198.00,3348.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",NH,17,17,2962.00,3521.00,3459.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",NJ,35,35,4813.00,3789.00,3473.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",NM,13,13,3818.00,3583.00,3620.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",NV,22,22,3477.00,3657.00,3418.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",NY,47,47,3857.00,3443.00,3418.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",OH,137,137,3355.00,3162.00,3444.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",OK,52,51,3497.00,2946.00,3387.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",OR,26,25,5436.00,3725.00,3483.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",PA,123,122,3839.00,3244.00,3450.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",SC,25,25,3801.00,3178.00,3478.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",TN,17,17,3580.00,2924.00,3453.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",TX,218,211,3541.00,3251.00,3458.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",UT,25,25,3964.00,3548.00,3621.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",VA,62,62,3633.00,3268.00,3438.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",WA,33,33,4037.00,3706.00,3427.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",WI,43,42,3985.00,3447.00,3493.00
1CFN,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4",WV,19,19,2907.00,2886.00,3417.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",AL,76,75,3602.00,3105.00,3897.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",AR,57,57,4156.00,3267.00,3919.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",AZ,104,100,3504.00,3883.00,3884.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",CA,485,481,4316.00,4768.00,3905.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",CO,92,91,4072.00,3880.00,3943.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",CT,124,122,3729.00,4530.00,3992.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",DC,13,13,3948.00,4004.00,3878.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",DE,13,13,3787.00,3973.00,3901.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",FL,551,543,3400.00,3609.00,3891.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",GA,95,94,3884.00,3500.00,3904.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",IA,74,72,4242.00,3532.00,3885.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",ID,38,38,4049.00,3371.00,3782.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",IL,491,480,3913.00,3861.00,3904.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",IN,250,247,3918.00,3687.00,3900.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",KS,67,67,3648.00,3573.00,3957.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",KY,147,147,3350.00,3378.00,3860.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",LA,88,87,3876.00,3354.00,3947.00
1CFP,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5",MA,169,169,4513.00,4398.00,3973.00
